Alegrete,Desenvolvimento de Redes de Antenas para Nano-Satélites e Plataformas de Alta Altitude,Marcos Vinício Thomas Heckler,01/07/2016 - 30/07/2019
Alegrete,Desenvolvimento de Sistemas Móveis Inteligentes (DSMI)  Ano II,Marcelo Resende Thielo,05/04/2018 - 31/12/2021
Alegrete,Desenvolvimento e Otimização do Desempenho de Redes Ópticas,Djeisson Hoffmann Thomas,01/05/2017 - 15/12/2020
Alegrete,Detalhamento do Conceito de Carro-Voador Pegasus  Reedição,Alexandre Silva de Oliveira,01/04/2018 - 31/03/2020
Alegrete,Detecção de fraudes bancárias utilizando ferramentas de clusterização hibrida de dados.,Alessandro Bof de Oliveira,20/03/2018 - 20/02/2020
Alegrete,DIMENSIONAMENTO DA CARGA TÉRMICA DE REFRIGERAÇÃO E AQUECIMENTO VEICULAR,Adriano Carotenuto,06/03/2019 - 28/02/2021
Alegrete,Efeito da irrigação e substrato no crescimento e produção de Dianthus chinensis L.,Fátima Cibele Soares,20/10/2018 - 31/12/2021
Alegrete,EFEITO DOS DANOS CONSTRUTIVOS EM PAREDES DE ALVENARIA ESTRUTURAL,Alisson Simonetti Milani,10/10/2017 - 30/09/2020
Alegrete,Empreendedorismo na Engenharia de Software e na Ciência da Computação,Cristiano Tolfo,27/04/2017 - 27/04/2019
Alegrete,Engenharia de Requisitos para Sistemas Multiagentes,Gilleanes Thorwald Araujo Guedes,01/04/2019 - 01/04/2021
Alegrete,Estudo da estabilização de diferentes tipos de solos com diferentes aditivos para aplicação em obras de engenharia civil,Jaelson Budny,14/03/2018 - 31/12/2021
Alegrete,Estudo da Expansão de Furos em Chapas de Aço de Alta Resistência,Leandro Antônio Thesing,13/03/2017 - 23/12/2020
Alegrete,Estudo da utilização de materiais reciclados em pavimentação.,Mauricio Silveira dos Santos,20/05/2017 - 20/11/2020
Alegrete,Estudo de Antenas para Operação nas Bandas 4G e 5G,Lucas Santos Pereira,01/04/2018 - 01/04/2020
Alegrete,Estudo de Argamassas com Adições Minerais e Fibras,Ederli Marangon,15/03/2019 - 14/03/2023
Alegrete,Estudo de arquiteturas otimizadas para processamento de sinal digital baseadas em diferentes inserções de multiplicações de matrizes de constantes,Sidinei Ghissoni,10/08/2017 - 31/07/2020
Alegrete,ESTUDO DE CORROSÃO DOS REVESTIMENTOS METÁLICOS E CERÂMICOS.,Ana Claudia Costa de Oliveira,02/10/2017 - 02/10/2020
Alegrete,Estudo de matrizes cimentícias com nanotubos de carbono (NTCs),Simone Dornelles venquiaruto,01/07/2018 - 01/05/2021
Alegrete,Estudo de melhoria geotécnica de solos utilizando materiais alternativos,Wilber Feliciano Chambi Tapahuasco,01/02/2017 - 31/12/2020
Alegrete,Estudo de uma estrutura esbelta sob diferentes aspectos,Vicente Bergamini Puglia,12/10/2017 - 24/10/2020
Alegrete,"Estudo de viabilidade técnica da produção de concreto auto adensável (CAA) com substituição de cimento Portland por cinza de casca de arroz, cinza volante e outros materiais regionais",Luis Kosteski,01/07/2018 - 30/06/2022
Alegrete,ESTUDO DO DESEMPENHO TERMOENERGÉTICO DE EDIFICAÇÕES COM A UTILIZAÇÃO DO CONDICIONADOR DE AR COM VAZÃO DE REFRIGERANTE VARIÁVEL (VRV),Adriano Carotenuto,06/03/2019 - 28/02/2021
Alegrete,"Estudo e caracterização de novos materiais e dispositivos, baseados em grafeno/óxido de grafeno, nitreto de boro para possíveis aplicações em micro e nanoeletrônica, micro/ nanosensores e fotônica",Luis Enrique Gomez Armas,03/05/2016 - 30/04/2022
Alegrete,Estudo experimental de resistência do concreto,Luis Kosteski,01/03/2018 - 28/02/2022
Alegrete,Framework de avaliação de sistemas legados,Andréa Sabedra Bordin,01/05/2019 - 20/12/2021
Alegrete,Fundamentação para Transferência de Tecnologia no MDE como um Serviço,Fabio Paulo Basso,15/01/2018 - 31/12/2020
Alegrete,ID Digital: Identificac?a?o e Autenticac?a?o Digital Segura,DIEGO LUIS KREUTZ,20/03/2019 - 31/12/2020
Alegrete,Implementação de uma Micro-rede de Energia Utilizando o Conceito da Máquina Síncrona Virtual,Márcio Stefanello,01/06/2018 - 31/08/2021
Alegrete,Implementação de uma Micro-Rede de Energia Utilizando o Conceito da Máquina Síncrona Virtual ,Márcio Stefanello,01/08/2017 - 01/08/2020
Alegrete,Inovação Tecnológica em Eficiência Energética e Microgeração na UNIPAMPA,José Wagner Maciel Kaehler,30/10/2017 - 31/12/2019
Alegrete,Investigação da camada limite planetária através do emprego de dados observacionais e modelagem numérica,Luiz Eduardo Medeiros,01/04/2018 - 31/12/2021
Alegrete,Linguagem Específica de Domínio,Maicon Bernardino da Silveira,16/02/2017 - 31/12/2019
Alegrete,"Medições de descolamentos em estruturas, combinando inclinômetros e acelerômetros",Luis Kosteski,01/04/2019 - 31/03/2023
Alegrete,Monitoramento Distribuído e Eficiente de Infraestruturas de Rede baseadas em Software,Marcelo Caggiani Luizelli,01/05/2018 - 31/12/2020
Alegrete,Otimização da extração de sílica a partir da casca do arroz e cinza de casca de arroz,chiara valsecchi,01/04/2019 - 15/12/2021
Alegrete,Otimização da extração de sílica a partir da casca do arroz e sua utilização na fabricação de vidros e suas aplicações,jacson weber de menezes,01/04/2018 - 31/03/2022
Alegrete,Otimização de Algoritmos de Detecção de Alvos para Radares SAR UWB de Baixa Frequência,Dimas Irion Alves,05/10/2017 - 31/12/2019
Alegrete,ParaElastic: Provendo e Abstraindo o Paralelismo e a Elasticidade Automática em Aplicações de Streaming,Claudio Schepke,01/01/2018 - 31/12/2019
Alegrete,Processamento e Análise de Imagens Médicas com Base em Modelos Esparsos e de Múltiplas Camadas,Eliezer Soares Flores,01/05/2019 - 31/12/2022
Alegrete,"Projeto de um Veículo Aéreo Não Tripulado (VANT) com aerodinâmica, estrutura, e moto propulsão otimizada para competição aerodesing SAE Brasil nas classes Micro e Regular.",Mauricio Paz França,22/05/2017 - 15/12/2020
Alegrete,Projeto e Desenvolvimento de Moduladores Sigma-Delta em Tempo Contínuo para Aplicações Sub-1V,Paulo César Comassetto de Aguirre,13/09/2017 - 12/09/2020
Alegrete,Projeto e implementação de técnicas de controle e modulação para conversores estáticos de potência aplicados à conexão de geração distribuída à rede elétrica.,Felipe Bovolini Grigoletto,01/08/2017 - 30/07/2021
Alegrete,Projeto e modelo de elementos magnéticos para elevadas frequências e classes de isolação,Natalia Braun Chagas,01/11/2016 - 31/12/2019
Alegrete,Projeto GirAnt,Edson Rodrigo Schlosser,01/10/2017 - 10/12/2020
Alegrete,"Projeto, fabricação e caracterização de nanoestruturas geradas pela superposição de feixes laser para aplicação em fotônica e plasmônica",jacson weber de menezes,01/04/2018 - 31/03/2021
Alegrete,Proposta de Benchmark para Análise de Desempenho e Energia de Arquiteturas Computacionais usando Diferentes Interfaces de Programação Paralela,Claudio Schepke,10/03/2018 - 31/12/2020
Alegrete,Proposta de questionário padronizado usando Teoria de Resposta ao Item para avaliação de Experiência de Usuário em ambientes imersivos de Realidade Virtual,Jean Felipe Patikowski Cheiran,01/01/2019 - 31/12/2022
Alegrete,Prospecção da utilização de radares de abertura sintética para aplicações em agricultura e monitoramento ambiental,Marcos Vinício Thomas Heckler,01/05/2019 - 31/07/2021
Alegrete,Qualidade de Energia e Estabilidade Dinâmica em Redes Elétricas Aeronáuticas  Revisão da Área de Tendências,Márcio Stefanello,01/07/2019 - 31/12/2020
Alegrete,Reação Álcali-Agregado: Caracterização e avaliação do comportamento de agregados da região Sudoeste do Rio Grande do Sul frente a diferentes tipos de Cimentos Portland,Simone Dornelles venquiaruto,01/05/2018 - 01/05/2021
Alegrete,"Recomendação de Interesses de Ensino, Pesquisa e Extensão",Andréa Sabedra Bordin,01/04/2019 - 01/08/2021
Alegrete,Reconhecimento de emoções em faces humanas utilizando deep neural network aplicado a interação humano computador e perfil de consumidores.,Alessandro Bof de Oliveira,01/08/2018 - 31/07/2020
Alegrete,Redução de Custo em Matéria Prima do Implemento Agrícola Multisulcadora através da Mudança de Layout do Produto,Alexandre Silva de Oliveira,01/10/2018 - 30/05/2019
Alegrete,Resposta da pimenta espaguetinho ornamental cultivada em diferentes substratos e submetida a distintas doses de irrigação,Fátima Cibele Soares,15/01/2017 - 31/12/2019
Alegrete,Segurança e Dependabilidade de Sistemas e Dados,DIEGO LUIS KREUTZ,01/04/2018 - 01/12/2021
Alegrete,Simetria em Códigos Polares,Jorge P Arpasi,01/09/2018 - 31/08/2020
Alegrete,Síntese de carvão ativado com baixo consumo energético e alta aplicabilidade a partir de resíduos da indústria do arroz,ANA PAULA GARCIA,01/11/2017 - 01/11/2019
Alegrete,Sistema auxiliar de localização indoor para pessoas cegas baseado em visão computacional e deep neural networks.,Alessandro Bof de Oliveira,01/08/2018 - 31/07/2020
Alegrete,"Sistemas de modulação, controle e operação de conversores multiníveis modulares",Felipe Bovolini Grigoletto,01/02/2017 - 01/02/2020
Alegrete,Si?ntese Automa?tica de Circuitos Analo?gicos Integrados Incluindo Otimizac?a?o de Produtividade  Fase II,Alessandro Gonçalves Girardi,15/02/2017 - 15/02/2021
Alegrete,Tecnologia de Concretos e Compósitos Especiais: Ênfase em Durabilidade e Sustentabilidade,Fernanda,01/04/2018 - 28/02/2021
Alegrete,Teste de Software,Elder de Macedo Rodrigues,03/07/2018 - 03/09/2021
Alegrete,Transceptores de RF operando com ultrabaixa tensão de alimentação,Lucas Compassi Severo,02/04/2018 - 01/04/2022
Alegrete,"Uma Abordagem Automática, Dinâmica e Transparente para Otimizar o Desempenho e Consumo de Energia de Aplicações Paralelas em Sistemas de Propósito Geral e Embarcados",Arthur Francisco Lorenzon,01/08/2018 - 01/10/2021
Alegrete,Uma Linguagem de Modelagem de Domínio Específico para Sistemas Autoadaptativos,João Pablo Silva da Silva,01/03/2019 - 31/12/2021
Alegrete,Validação e Desenvolvimento de Técnicas de Inspeção em Modelos UML,Gilleanes Thorwald Araujo Guedes,01/04/2019 - 01/04/2021
Alegrete,Verificação de Sistemas Críticos Evolutivos,Letícia Gindri,05/04/2018 - 31/03/2020
Bagé,Formação Continuada Institucional,Suzana Schwartz,11/04/2019 - 31/12/2020
Bagé,A configuração do Sistema Educacional Municipal da Educação Pública Primária entre as décadas de 1920 a 1960 no município de Bagé/RS,Alessandro Carvalho Bica,30/06/2017 - 31/12/2019
Bagé,A Formação Continuada de Professores de Matemática e a Utilização de Laptops: uma inserção tecnológica da Plataforma Khan Academy na prática docente,Denice Aparecida Fontana Nisxota Menegais,20/04/2016 - 20/04/2020
Bagé,A formação do leitor-escritor de inglês como língua adicional sob a perspectiva dos Estudos de Adaptação,Fabiane Lazzaris,30/06/2017 - 30/06/2020
Bagé,A metodologia Emergética como ferramenta de análise da Bioeconomia: Uma comparação entre a produção da uva orgânica e da tradicional,José Paulo Fagundes,01/04/2017 - 31/12/2020
Bagé,A narrativa como possibilidade (auto)formativa na constituição da docência no curso de Matemática-Licenciatura - Campus Bagé.,Luciana Martins Teixeira,26/09/2018 - 30/08/2020
Bagé,A relevância das tecnologias assistivas para a inclusão de alunos com deficiência visual.,Nilton Menezes,02/03/2018 - 12/12/2019
Bagé,ACESSIBILIDADE ATITUDINAL E PEDAGÓGICA NO ENSINO SUPERIOR: CAMINHOS PARA INCLUSÃO DOS ESTUDANTES COM DEFICIÊNCIA NA UNIVERSIDADE,JOSE STORNIOLO BRASIL,23/11/2018 - 20/08/2019
Bagé,Age?ncia de objetos: reflexo?es teo?ricas e contribuic?o?es da Etnomusicologia para a Antropologia da Arte,Luana Zambiazzi dos Santos,15/05/2019 - 31/12/2022
Bagé,Águas Malafaia - Estudo e desenvolvimento de protótipo para aproveitamento e descontaminação de águas de ETE,Tales Leandro Costa Martins,25/03/2019 - 30/12/2020
Bagé,Algoritmos e Arquiteturas voltados para Alto Desempenho e Baixo Consumo de Potência para o Bloco de Codificação de Entropia CABAC segundo o padrão HEVC de Codificação de Vídeo.,Fábio Luís Livi Ramos,01/10/2017 - 30/09/2019
Bagé,"Análise das respostas estruturais de pavimentos flexíveis, considerando as variações sazonais máximas e mínimas de temperatura.",Leandro Blass,02/03/2019 - 30/12/2021
Bagé,Análise de discursos de resistências,Carolina Fernandes,15/12/2017 - 30/12/2019
Bagé,Análise de Redes de Colaboração Científica,Sandro da Silva Camargo,23/11/2018 - 22/11/2020
Bagé,Análise do Discurso e Ensino de Língua,Carolina Fernandes,03/01/2018 - 30/12/2021
Bagé,ANÁLISE ECOTOXICOLOGICA NO DIAGNOSTICO DE RISCO AMBIENTAL EM ÁREAS SOB INFLUÊNCIA DE ATIVIDADE MINERADORA NA REGIÃO DO BIOMA PAMPA,tatiane rocha cardozo,28/09/2018 - 13/12/2020
Bagé,Análise Tempo-Frequência de Sinais Não Estacionários,Fernando Luis Dias,01/03/2018 - 31/12/2020
Bagé,Aplicação Biomassa Vegetal como Adsorventes Alternativos para a Remoção de Substâncias Potencialmente Tóxicas de Efluentes Líquidos,Flávio Pavan,31/05/2018 - 31/05/2019
Bagé,Aplicação de técnicas de Computação de Alto Desempenho no processamento de dados biológicos,Sandro da Silva Camargo,01/05/2017 - 30/04/2020
Bagé,Aproveitamento de bagaço de azeitona oriundo do processamento de azeite de oliva: Avaliação da secagem dos resíduos para a produção de farinha e carvão ativado.,Catarina Motta de Moura,12/03/2018 - 11/03/2020
Bagé,"Aproveitamento e destinação de resíduo oleícola, oriundos da Região da Campanha",andressa carolina jacques,21/05/2018 - 30/12/2019
Bagé,As Políticas Públicas de Formação de Professores em impressos pedagógicos: O caso da Revista do Ensino do Rio Grande do Sul e os Boletins do Centro de Pesquisas e Orientação Educacional - CPOE/RS - da Secretaria de Educação e Cultura do Estado do Rio Gran,Alessandro Carvalho Bica,01/03/2018 - 01/12/2020
Bagé,Aspectos do sujeito na ficção brasileira e hispano-americana de autores pós-90,Cristina Cardoso,22/03/2017 - 01/12/2020
Bagé,Bacteriocinas de Lactobacillus sakei: purificação e aplicação,Caroline Costa Moraes,01/03/2018 - 31/12/2020
Bagé,Biofilmes e blendas produzidas a partir de biomateriais para aplicação em embalagens de alimentos,Catarina Motta de Moura,10/05/2018 - 31/12/2020
Bagé,BIOPet  Biodigestão em Garrafas PET,ESTEVÃN MARTINS DE OLIVEIRA,21/03/2019 - 20/12/2019
Bagé,CARACTERIZAÇÃO DA CERÂMICA VERMELHA DA REGIÃO DA CAMPANHA ATRAVÉS DA ADIÇÃO EM FORMULAÇÃO DE RESÍDUOS DA AGROINDÙSTRIA,Cristiano Corrêa Ferreira,10/06/2018 - 31/12/2019
Bagé,Caracterização química da deposição atmosférica em solos superficiais de áreas sob influência local de emissões industriais pela queima de combustíveis fósseis.,maria regina de oliveira casartelli,02/05/2016 - 30/04/2020
Bagé,Cienspiração: A ciência no desenvolvimento da criatividade.,Rafael Kobata Kimura,01/03/2018 - 31/12/2020
Bagé,Computação de Alta Eficiência em Sistemas de Informação Geográfica Híbridos Aplicados à Pecuária e Apicultura de Precisão,Leonardo Bidese de Pinho,16/04/2018 - 15/12/2021
Bagé,Constituição Identitária Docente e Uso de Recursos Digitais: formação de professores de inglês como língua adicional na UNIPAMPA,Luciani Salcedo de Oliveira,21/08/2017 - 20/12/2019
Bagé,Da análise linguística à estilística no ensino da língua: atualizando as considerações de Mikhail Bakhtin a partir da análise de textos escritos,Fabiana Giovani,01/03/2018 - 28/02/2020
Bagé,DESEMPENHO ORÇAMENTÁRIO SEGUNDO INDICADORES DO TCU E PDI DE UMA IFES: ESTUDO DE CASO DA UNIPAMPA,José Paulo Fagundes,11/03/2019 - 11/03/2020
Bagé,Desenvolvimento de instrumentação de alta acurácia e automatizada para aplicações científicas e de ensino,Edson Massayuki Kakuno,01/03/2017 - 28/02/2021
Bagé,Desenvolvimento de instrumentação de alta acurácia e automatizada para aplicações científicas e de ensino,Edson Massayuki Kakuno,02/03/2018 - 01/03/2022
Bagé,Desenvolvimento de petiscos e biscoitos Pets.,ESTEVÃN MARTINS DE OLIVEIRA,20/03/2018 - 20/03/2020
Bagé,Desenvolvimento de Tecnologias para uso do Carvão da CRM,Ana Rosa Costa Muniz,01/03/2016 - 01/03/2020
Bagé,Desenvolvimento de um Periódico Eletrônico de Engenharia  Revista Eletrônica de Pesquisa em Engenharia (REPE),ESTEVÃN MARTINS DE OLIVEIRA,18/04/2018 - 18/12/2019
Bagé,Desenvolvimentos de mapas cognitivos para estudantes de ensino médio e superior através do método de Van Hiele,Cristiano Corrêa Ferreira,19/03/2018 - 31/12/2019
Bagé,Educação e Filosofias Contemporâneas: Pesquisa em Rede,Dulce Mari da Silva Voss,10/06/2019 - 10/12/2021
Bagé,"Educação, História e Políticas na região de abrangência da Universidade Federal do Pampa",Alessandro Carvalho Bica,01/08/2018 - 31/12/2021
Bagé,EFEITO DA ADIÇÃO DE ÁGUA NA GASEIFICAÇÃO DO CARVÃO DA JAZIDA DE CANDIOTA-RS,Ana Rosa Costa Muniz,01/04/2018 - 31/03/2020
Bagé,Efeitos citotóxicos de nanopartículas de óxido de zinco sobre as microalgas Spirulina Platensis e Synechococcus nidulans,Paulo Fernando Marques Duarte Filho,25/03/2019 - 31/12/2019
Bagé,Eletrodeposição e caracterização de filmes finos de ZnO para produção de células solares de baixo custo,ANDRE GUNDEL,01/04/2016 - 31/03/2020
Bagé,EMBALAGENS ATIVAS A BASE DE BIOPOLÍMEROS INCORPORADAS COM EXTRATOS ANTIMICROBIANOS E ANTIOXIDANTES,GABRIELA SILVEIRA DA ROSA,01/08/2018 - 31/07/2020
Bagé,Estudo da adsorção de corantes empregando a MCM-41 sintetizada a partir da casa do arroz como adsorvente,Tânia Regina de Souza,21/03/2018 - 15/12/2019
Bagé,"Estudo da adsorção do corante azul de metileno por resíduos de mamão Formosa, Angico-vermelho e Acácia-negra",André Ricardo Felkl de Almeida,06/04/2018 - 17/12/2021
Bagé,Estudo da Secagem de Grãos de Cevada (Hordeum vulgare L.) em Secador de Leito Fixo e Secadores de Leitos Móveis do Tipo Jorro e Fluidizado,André Ricardo Felkl de Almeida,18/10/2017 - 30/09/2021
Bagé,Estudo da Secagem de Sementes de Cevadilha Crioula/Vacariana (Bromus auleticus Trinius) em Secador de Leito Fluidizado,André Ricardo Felkl de Almeida,09/05/2018 - 20/12/2021
Bagé,Estudo da síntese da zeólita tipo A a partir de cinzas leves do processo de gaseificação do carvão mineral de Candiota/RS e utilização como material adsorvente,André Ricardo Felkl de Almeida,25/10/2017 - 30/09/2019
Bagé,Estudo de processos de hidrólise aplicados em biomassas: butiá e microalgas para obtenção de açúcares redutores.,Fernando Junges,01/05/2018 - 30/04/2020
Bagé,"Estudo do processo de adsorção de corantes por resíduo agrícola de azevém (Lolium multiflorum Lam.) moído, tratado e modificado para carvão ativado",André Ricardo Felkl de Almeida,15/09/2017 - 14/08/2019
Bagé,Estudo teórico de um modelo integrável de quatro modos,Leandro Hayato Ymai,12/03/2019 - 31/12/2020
Bagé,Exploração Tecnológica das Potencialidades do Fruto e dos Resíduos do Processamento da Olivicultura na Região da Campanha - RS,Fernanda Germano Alves Gautério,01/03/2017 - 28/02/2021
Bagé,Extração do óleo essencial do Butia capitata e do óleo da Carya illinoensis,Tânia Regina de Souza,17/06/2017 - 17/06/2019
Bagé,EXTRAÇÃO E CARACTERIZAÇÃO DA OLEORRESINA DE PIMENTAS (Capsicum baccatum var. pendulum),Valéria Terra Crexi,05/05/2019 - 05/05/2020
Bagé,Extração e recuperação da lignina presente na casca de arroz  segunda fase,Marcilio Machado Morais,01/04/2019 - 31/12/2020
Bagé,Feiras de ciências estimulam a alfabetização científica dos estudantes da Educação Básica?,Pedro Fernando Teixeira Dornles,01/03/2018 - 28/02/2021
Bagé,"GALACTO-OLIGOSSACARÍDEOS: SÍNTESE, SEPARAÇÃO E CONCENTRAÇÃO",Ana Paula Manera,01/02/2016 - 30/01/2020
Bagé,"Geleia Gourmet de frutas, adicionada de Flores  PANCs",andressa carolina jacques,01/03/2018 - 31/12/2019
Bagé,Geração de Resíduo Zero no Reaproveitamento de Subprodutos da Indústria de Alimentos,Luciana Machado Rodrigues,15/06/2017 - 14/05/2019
Bagé,História em Quadrinhos sobre o Bioma Pampa em Ciências da Natureza: uma proposta para o Ensino Fundamental,Camila Aparecida Tolentino Cicuto,01/11/2018 - 28/08/2020
Bagé,IDENTIFICAÇÃO E CARACTERIZAÇÃO DO MEL PRODUZIDO NA REGIÃO DA CAMPANHA,ESTEVÃN MARTINS DE OLIVEIRA,12/12/2018 - 18/12/2021
Bagé,Implementação de modelos termodinâmicos para o cálculo de predição de cera em escoamento de óleos parafínicos,Leandro Blass,10/02/2018 - 31/12/2019
Bagé,Indicadores de Saúde e de Estilo de Vida dos Universitários da UNIPAMPA,Marcio Neres dos Santos,20/11/2017 - 30/07/2019
Bagé,Interculturalidade e aprendizagem de línguas e literatura,moacir lopes de camargos,11/09/2017 - 31/12/2019
Bagé,Laboratório de Investigações Matemáticas,SONIA MARIA DA SILVA JUNQUEIRA,25/08/2017 - 25/08/2019
Bagé,LEITE ADULTERANTES,ESTEVÃN MARTINS DE OLIVEIRA,21/03/2019 - 20/12/2019
Bagé,Letramento literário em ambientes digitais na formação continuada de professores da rede pública de ensino,Vera Lúcia Cardoso Medeiros,01/05/2019 - 30/04/2023
Bagé,"Linguística educacional: educação linguística, cenário/s, crenças e atitudes dos discentes do curso de Letras Línguas Adicionais em processo de formação.",Isaphi Marlene Jardim Alvarez,01/11/2018 - 01/11/2020
Bagé,Lipídios Estruturados Desenvolvidos a partir de Óleos e Gorduras da Região do Pampa,Valéria Terra Crexi,01/06/2018 - 30/06/2020
Bagé,MALHA DE CONTROLE,ESTEVÃN MARTINS DE OLIVEIRA,21/03/2019 - 20/12/2019
Bagé,Materiais didáticos autorais e avaliação no ensino: políticas educacionais situadas,Valesca Brasil Irala,12/05/2017 - 12/04/2021
Bagé,Materiais magnéticos nanoestruturados: Produção e caracterização in-situ,ANDRE GUNDEL,01/04/2018 - 30/04/2020
Bagé,Modelagem do gaseificador de carvão mineral do LEC/UNIPAMPA pela abordagem de rede equivalente de reatores químicos,Rodolfo Rodrigues,15/03/2018 - 15/03/2020
Bagé,Modelagem matemática da secagem e armazenagem de grãos de soja,Anderson Luis Jeske Bihain,01/03/2017 - 28/02/2020
Bagé,Modelagem Matemática de Processos de Separação em Leito Móvel Simulado (SMB-Simulated Moving Bed) com eluição por gradiente,Anderson Luis Jeske Bihain,01/02/2017 - 31/12/2020
Bagé,"Modelagem, análise e projeto de sistemas elétricos industriais através do EMTP/ATP",Luiz Fernando de Freitas Gutierres,04/06/2018 - 27/05/2022
Bagé,NEUTRALIZAÇÃO E BRANQUEAMENTO DO ÓLEO DE FARELO DE ARROZ,Valéria Terra Crexi,05/06/2019 - 05/06/2021
Bagé,Novas Abordagens de Síntese para Tecnologias Emergentes,Julio Saraçol Domingues Júnior,01/04/2018 - 31/12/2020
Bagé,O Programa de Residência Pedagógica na UNIPAMPA: desafios à formação acadêmico-profissional dos estudantes de cursos de licenciatura,Claudete da Silva Lima Martins,13/05/2019 - 31/12/2020
Bagé,Obtenção de material bioativo a partir de cinzas de casca de arroz,Maria Alejandra Liendo,01/05/2017 - 30/04/2019
Bagé,Obtenção e caracterização de filmes finos de óxido de zinco para aplicação em dispositivos optoeletrônicos,Eduardo Ceretta Moreira,01/03/2016 - 28/02/2020
Bagé,"Olivicultura na Região do Pampa: Caracterização Físico-Química das Azeitonas, Extração e Determinação dos Padrões de Identidade e Qualidade dos Azeites. Coordenador",Valéria Terra Crexi,01/06/2018 - 30/08/2019
Bagé,Os efeitos e a durabilidade da instrução com foco na forma no processo de aprendizagem dos clíticos em espanhol por universitários brasileiros: um estudo comparativo Coordenador,Eduardo de Oliveira Dutra,05/05/2019 - 05/12/2020
Bagé,Os sentidos pedagógicos e políticos das greves do CPERS/Sindicato entre as décadas de 1980 e 1990 no jornal Correio do Sul do município de Bagé/RS,Alessandro Carvalho Bica,01/12/2016 - 01/12/2020
Bagé,Perfil do Potencial da Indústria Química na Região da Campanha,Sergio Meth,01/05/2018 - 30/04/2022
Bagé,Pesquisa sobre a produção de bebida fermentada gaseificada sem glúten a base de arroz,Tânia Regina de Souza,15/03/2019 - 15/12/2020
Bagé,PET AR,ESTEVÃN MARTINS DE OLIVEIRA,21/03/2019 - 20/12/2019
Bagé,Práticas Pedagógicas em Ensino de Ciências,Guilherme Frederico Marranghello,01/06/2011 - 01/06/2020
